,repl,TF
4639,얘 말하는거 너무 커여웡.. 입에 내꺼 물리고시펑,1
4640,개졋,1
4641,꼬봉,1
4642,둘다 닉ㅇㅂ,0
4643,"지자체 사람들은 그 동네 살겠지만, 그래도 그 사람들 그 지역에서 중심이 되는 시 단위에서 산다. 거기서 살면서 자기 근무지로 출퇴근하는거지. ",0
4644,그지좃밥,1
4645,손가락 냄새 덜 베길라고 저러나 ...,0
4646,너도 위대해지고 싶으면 니애미 젖탱이나 주무르던지,1
4647,쏐,1
4648,"자성회(自省會) 또는 자생단은 1919년 4월 6일부터 12월까지 활동한 일제 강점기 조선인 시민단체 또는 자치단체의 하나로, 3·1 만세 운동을 자제 내지는 진압, 시위 참여자를 설득, 귀가시키기 위해 만든 조직이다. 전라북도지사로 있던 이진호 등이 중심이 되어 결성되었다. 박중양의 자제단이 전국으로 확산되면서 역시 확산되었다. 3·1 만세 운동 진압 목적으로 결성되었으며, 전라북도에서 처음 조직되어 전국으로 확대되었으나 자제단 만큼 세를 확장하지는 못했다. 자제단 만큼 실적을 올리지는 못하였으나 각지에 설립되어 3·1 만세 운동 참여자를 설득, 귀가조치 하거나, 불응하는 자는 지부와 본부를 통해 경찰에 신고하였다. 다른 이름은 자생단이다.[1] ",0
4649,야임마 내친구 소방관인데 시골이라가 불안나고 맨날 대기중인데나이 서른중반에 월 세후 사백넘게가져간다등신들 뭣하러 사기업다니노잘릴 걱정없지 이제 국가직되면 혜택 개쩔지사기업 좃소 사장 직원 개새끼들아열심히 손발 잘리고 야근 좃빠지게 해가수출 많이해서 세금 많이내라내친구는 얼굴펴가 차도 벤츠 e300타고일도 개편하지소방관이 그렇게 꿀인줄 몰랐단다힘든척하는거 진짜 가끔이벤트라는데조선소 기타 제조업 사망사고비하면 워라벨 개쩐다고함좃소 대기업 직원들 평생 인생 갈아넣어라 ㅋ나도 소방관되어서 개꿀빨아야지,1
4650,병시나 워크넷은 실업급여받으려고  구라 지원도 많다 구지 통계자료 가져오려면 사람인꺼 쓰면됨 근데 내가 조사해보니 꿀알바는 증발한건 맞음 ,1
4651,씁새,1
4652,개쌕끼,1
4653,리얼 쉐도우복싱 ㅇㅂ,0
4654,저새끼,1
4655,둘다못쓴다,0
4656,음주운전이 더 망신아님?,0
4657,야 1만도 존나많은건데 숫자가중요한게아니라 처벌이나 빡세게 해라 일반야동도 아니고 실제영상을 텔레그램으로 찾아가서 봐놓곤 몰랐어요로 넘어가게하지말고,1
4658,니미 씹이나 차단해라.,1
4659,개쉐이,1
4660,씨입년,1
4661,씨봉알,1
4662,젖통,1
4663,지랄을한다,1
4664,좄까,1
4665,전라도 뺴먹지 마라...   요즘 좀 안쳐맞더니 간이 커져서 대한민국을 망치려 든다,1
4666,흠냐..,0
4667,사원 4년차인데 동기중에 스쿼트 230치는 미친새끼하나 있는데지내 부서 여자과장이 술먹으면 자꾸 엉덩이랑 하벅지 만진다고 한탄하던데ㅋ 정도경영 찌르면 지가 쪽팔리고 그냥 넘어가자니 쭈글탱이가 만지는거 좆같고 스트레스받는다더라,1
4668,닭쳐,1
4669,니에미 분쇄육 비둘기들이 쪼아먹는중이노 맛잇노 이기 !!,1
4670,네~ 이젠 의미 확장 시도하고 있죠아주 그냥 뭐하나 걸리면 쥐잡듯이들 잡는구만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4671,쉐리,1
4672,성립하겠냐?,0
4673,음 뭐라는거야  니 댓글 초반부분 읽다가 지진아가 쓴거같아서 그냥 안읽고 블라함 대충 의미없는 욕지거리 싸질러놓은거 같은데 니 면상 알만함,1
4674,가버렷!~~~~,0
4675,우하하하~~ 건투를 빈다.,0
4676,개쫄리나보네ㅋㅋㅋ 잘가라^^,1
4677,알몸쇼,1
4678,저 30프로에,0
4679,돈도벌고 명예돈얻겠다고?,0
4680,하.. 제발 저때로 돌아갔으면,0
4681,아마 엘리사는 아니셨을 듯...,0
4682,근데 그것 요즘 살짝 트렌드 지났더라.,0
4683,본인이 좋다는데 왜..,0
4684,종교탄압이니 지럴하겠지..,1
4685," ""이 오빠가 지금은 이래도 왕년에...""",0
4686,도쿄 올림픽때만 응윈 깔짝하겠지  ㅠㅠ 복싱에 대한 국민인식이 ,0
4687,전라도 홍어년놈들이 주는 거 사주는 거 사양하고 안 먹는 게 가장 안전하다,1
4688,질싸?,1
4689,갱북도 홍어잠식 많이됐음,1
4690,좀 오바좀 하지말자~,1
4691,이기,0
4692,pornhub에 코스프레하고 떡치는거 있다 ,1
4693,삼성이 그럼 전라도 사람 존나 뽑은거네? ㅋㅋㅋㅋㅋㅋ말이 되는 개소리를 좀 해라 ㅉ,1
4694,뒷문,0
4695,난 저러면 좆진지하게 말그대로 답변을 해줌,1
4696, 머한민국이 북중러일미한테 조리돌림 당하니까 만만하게 보고,0
4697,좌파는 그냥 북한 보내서 김정은 충성하며 '인민'으로 사는게 딱 맞는 수준이다.,1
4698,개무섭네 ㄷㄷㄷ,0
4699,이글을 읽어보시면 Navigant Research가 왜 말이 안되는지 (nonsense) 그리고 왜 테슬라가 여기에서 꼴찌로 나와있는지 비판합니다. 일단 Navigant Research는 리포트를 만들어서 $3000~6000 불 가량씩 주고 파는 곳입니다.,0
4700,요즘 들어 이혼충 좆병신새끼들이 창피한지를 모르고 나대냐 왜케 ㅋㅋㅋ,1
4701,조쟁이,1
4702,자지를 용접해버렸네,1
4703,안밝히는데!,0
4704,맨날 하는 뻔한 얘기 그냥 방송에서 하는거임,0
4705,과이불개시위과의 길게 쓰지마라 어차피 안읽고 신고행이니^^,0
4706,시궁창,1
4707,여자 하나 먹어봣으면 하고 울던 아재 짤 아들인줄ㅋㅋㅋ,1
4708,10년차정도만되도 500~600은 벌지.,0
4709,챵년,1
4710,저 등치에 은근 발밑좋고 탈압박조음ㅋㅋ 생각해보면 야투랑도 비볐던놈이니까,0
4711,이제 페북관리하는 여경들한테 굽신거리지 않으면 바로 깜빵 끌려가는 세상에 왔다 이기야,0
4712,핵 마크랑 욱일승천이 없네요 ㅋㅋㅋ,1
4713,걔썌,1
4714,혼자의 희생으로는 한계가 있어. 이국종 교수 은퇴하면 누가 그자리 대신할려고 하겠냐. 일반회사에서는 그걸 사축이나 노예라고 부른다던데..,0
4715,씹년,1
4716,조루,1
4717,화장실에 간다..,0
4718,당사자앞에서만 숨기는거지 배운 사람들 선민의식 없는 사람없다 ㅋㅋㅋ내가 지잡-서성한 공대-약대오면서 여실히 느끼고 있음인성에 따라 대놓고 말하느냐 안하느냐의 차이지 다 있어 ㅋㅋ,0
4719,음순,1
4720,스스로 망치다니 놀랍다,0
4721,애 낳아서 군대 안간다. ? 출산 안하는 여자는 군대 가야 한다는 말 ㅋㅋㅋ,0
4722,난 씨발 고양이새끼가 왜이레 좆같지?,1
4723,자한당은 끝까지 정신못차리노... 저지랄 하니까 보수대통합이 안되지... 민주당이 하는 병신짓은 다 골라하네ㅋㅋㅋ,1
4724,어떤 동물이랑 했노,0
4725,진짜 너무 치가 떨려서 글이 안써지네요....,0
4726,존나 병신같네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,1
4727,저게 선생이야. 경찰 뭐하나? 기데기한테 풀어버려,0
4728,ㅈㅈㅂㅁㅈㅎ 그리고 게으른 년 만나면 좆된다,1
4729,임마,1
4730,꼬츄,1
4731,저도 대출을...,0
4732,예쁜이 거르고 진짜 ㅆㅅㅌㅊ다 사랑해,0
4733,내가 맥북을 사는 이유는 뭘까?,0
4734,큰보지,1
4735,내가 아는건 그리즈만 에메르송 등등,0
4736,  여자는 진짜 인생 외모순이라고 봐도 과언 아니지,0
4737,시발,1
4738,태권더박 ,0
4739,뭔 50대야 강호동이 이제 50인데,0
4740,붕신,1
4741,18뇬,1
4742,우리도 홧병으로 죽겟어요... 당신때문에...,0
4743,그거 아저씨가 나중이 다시 맛있다고 실토하심 ㅋㅋ,0
4744,똑똑똑 나랑께문열어보랑께,0
4745,없어진 나라 왕 아니냐?,0
4746,호로자식,1
4747,광떡이가 되면 알아서들 하이소~,1
4748,아이린은 빼 씨벌년아 뒤질려고 일베 제외한 모든 곳에서 여돌 원탑인정하는게 아이린이다,1
4749,"그레서 어떡계하라고 ㅡ , ㅡ",0
4750,그래서 지금 저출산으로 센징 없애고 있자나  저출산이 나쁜것만은 아님,1
4751,알몸공개,1
4752,아니 한예슬 맞냐? 너무 늙었는데,0
4753,조털,1
4754,저정도 말투로 이야기함 사실 사석에서 술자리면 싸움날수도있음,0
4755,12살 되면 뒤짐,0
4756,씨발 만베받은것중에차렷아재 아들하고 김대중하고 싸우는거파이날판타지게임을 이용하여 합성한거그거 부캐동원 7개 ㅇㅂ준거 생각나네,1
4757,개쌕,1
4758,자랑아니다 게이야..내가 글 싸지른곳이 일베밖에없다 미안하다,0
4759,최소 40퍼도 안나오고 마이너스면? 니가 책임질거니? 아니잖아,0
4760,그런거 관심 없고  코 성형은 한거 맞지?,0
4761,저기 올라오는거 99프로가 소설인데 그걸 또 사실인냥 믿고 퍼오는 새끼는 뇌가 있는새끼냐 이런새끼가 민좆당 뽑는 새끼들임 ㅁㅈㅎ,1
4762,근데 조쉬는 한국문화를 타 외국인에 비해 잘아니까 인기많은건데 그걸 질투하는건 ㄹㅇ 자적자고...,0
4763,"도끼로 마빡을 걍.,...",1
4764,부랄탁!,1
4765,"알로하 항공은 섬들을 연결하는 초단거리  위주 항공사라 고도가 낮앗음 약 2만4천피트  였음근데 저것도 운좋은거임 ,  만약 금방 차륙못햇으면 저체온증에 쇼크사로 죽었을거야애초에  제트여객기는 속도가 빨라서 저정도로 외피가 까지면 바로 분해되는데 운좋았음",0
4766,나도 caltech에서 Ph.D 수료하고 거제 조선소에서 잠수용접 하는대,0
4767,쒸벌,1
4768, 여성 우위고 뭐고 결혼 자체를 안함,0
4769,저런거 보면 동물을 먹지 말자는 사람들의 논리도 조금은 이해가 간다,0
4770,세스코도 졵나 감당안되는곳은 그냥 물건 싹다버리라거나 포기함,1
4771,글자를 귀로 듣는 저능아 수준 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅎㄹ,1
4772,1억,0
4773,신천지!! 광주가 최대규모 최다 피해자!!,0
4774,이게 말이 되냐?,0
4775,무려 국가기관에서 표절ㅋㅋㅋㅋㅋ씹ㅋㅋㅋ,0
4776,시발 체다치즈 그거 비닐냄새 나서 비위 약한 애들은 못먹어,1
4777,"저희 주차장에는 미제밴을 1년 넘게 세워놓고 안빼는 차가 있었는데, 결국 견인해 갔습니다.",0
4778,뺑쒼,1
4779,먼 소리야 ㅋㅋ지가원한다고 저기서 누가보내주는데?,0
4780,NTR 하면 된다 이기 바꿔먹으면 된다 이기,0
4781,세에쓰,1
4782,뒈져!!,1
4783,다들 속으로 똑같이 생각하면서 아닌척 정의감에 불타느척 해야 사회적 으로 형성된 공감대에 어울린다 생각하는거지 ㅋㅋㅋㅋ 위선자 새끼들  지 새끼 용접공 시킬려고 하면 기를 쓰고 반대할 새끼들이 누구보다 용접공을 무시하지만 그렇지 않은척,1
4784,쌍뉸,1
4785,고딩들 가르치는 것 뿐만 아니라 성인 교육 시장도 마찬가지야 머리 굵은 새끼들 상대로 하다 보니 아주 대놓고는 표현 안할뿐,1
4786,마치고 집에 들어올때 문앞에서 기다려주니 힐링되니 괜찮네요.,0
4787,돈사랑이요^^,0
4788,이제 딴거 치러 갔나?,0
4789,지방 깡촌이라도 최소 3-4억은 줘야지,0
4790,박근혜 애미 애비가 창자까지 돌림빵쳐당한 육변기 개갈보지 씹창년새끼 ㅇㅇ,1
4791,보통 노가더들이 나처럼 되지 말고 공부 하라는 충고질을 하는데머리 나쁘면 공부 아무리 해봤자 시간과 돈만 버림공부야 말로 씹 재능충들이 하는 일인걸 모르고 저렇게 말하는 경우가 대다수고더러는 알면서도 자기 머리 나쁘다고 말하긴 싫으니 저렇게 말하는 거고결국은 사람은 자기 팔자대로 사는 거임.노가더들은 공부하라는 충고 대신 일하는 노하우나몰래 농땡이 치는 팁을 전수하는게 오히려 듣는 사람 에겐 공부할 동기부여가 더 됨,1
4792,일본에 사냐?무슨일함?제조업 엔지니어쪽으로 외국계회사 노리고 있는데일본어 못해도 가능? jlpt 3급?이라도 가능?,0
4793,집 그리 좋아보이진않는데 장인이 일도 못하게 한다고? 얼마정도??는데  장인이,0
4794,당연하지 지능수준있으면 애국심이생기겠냐 나같아도 탈조센함 일뽕이될수밖에없음,1
4795,슨상님을 안 붙였잖아,0
4796,전라도네,0
4797,부러우라고 올린거 아니니까,0
4798,근데 저 말이 너무 짠하다. 본인도 너무 안되니까 진심으로 나오는 소리같아서 좀 짠하다.,0
4799,양심에 안찔리나?,0
4800,씨가랭,1
4801,저렇게 말하면 와 그렇구나 하면서 진짜 그런줄 암. 개돼지 다수는...,1
4802,강서의 아픈 손가락ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4803,정미경 출판 기념회에서 만나서 사진 같이 찍은거구만 ,0
4804,미친늠들.,1
4805,옆에서 쓴소리하는 사람이 없으니깐 저러지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ박근혜도 옆에서 쓴소리하면 보지식 기분나빵! 하면서 다 쳐내니깐 탄핵당한거고,1
4806,ㅂㄷㅂㄷ ㅋㅋㅋㅋㅋ 중국 욕하니 ㅂㄷㅂㄷ 하죠 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
4807,그래서 제가 댓글 잘 안답니다 티날까봐,0
4808,"미국이 이란산 원유를 중국으로 수출하는것을 제제하는 핵심은  뭐냐? 그래서  국제시장질서 , 이란도발을 방어하기위한 목적의제제  ,  중동정세의 안정 ,  호르무즈해협의 항구적 상시적  선박항행목적의 평화 유지이란의 깨어있는 시민의식만들기",0
4809,개색히,1
4810,개주작 반토막으로 유동성큰데가면돼지 질질짜기는,1
4811,좇이,1
4812,우왕 굿ㅋㅋ,0
4813,걍 집에서 먹지 돈아깝다 왜저런걸 사먹노,0
4814,네다음순시충,0
4815,그냥 채굴선이다 보니 뭐 그래 했겠지만 좀,0
4816,익명 게시판은 거르는게 답,0
4817,bozi,1
4818,저 새끼가 부산 협객 박현우햄이랑 술집에서 다이다이 뜬다?진짜 정색하고 말하는데 저 새끼 30초 안에 척추 접혀가지고 바닥에 똥싼다,1
4819,게눔,1
4820,일본이 대구하네요.,0
4821, 글쓴거 보면 ㅈㄴ 탐정도 아니고 공부해서 무슨 의미인지 맞춰야해. ㅅㅂ,1
4822,아들~ 한건 더하면 아버지 완전 뜨게 할수있어!!,0
4823,개대중,1
4824,저 여자 이름이 김세연인데,0
4825,그땐 부사관이 ㅎㅌㅊ 직업 누가하냐? 이 마인드였는 데,0
4826,ㄱㅐ,1
4827,애시당초 선관위는 왜 저따위 가짜정당을 허가해줬냔말이다. ,0
4828,이갈로>까꿍이,0
4829,사람도귀천이있지 뭔 글이 저따구냐???,1
4830,병신.,1
4831,네 다음 공현주,0
4832,씹세 안녕~~,1
4833,근데 찍어도 7등급 나오기 힘들다던데어케 해야 7등급 나오냐 ㅋㅋ씨발 그것도 대단하다,1
4834,개색꺄,1
4835,ㄴㄴ 외모가 전부는 아니라고 생각함,0
4836,돈없어서 얼마벌지는 못하겟지만 그래도 10억이상은 벌었을듯,0
4837,ㅈㅈㅂ ㅁㅈㅎhttps://www.ilbe.com/view/11226188404?c=11226214943#comm_11226214943,0
4838,THEK 종로구 창경궁로 ,0
4839,세애액스,1
4840,아 그래서 용접해라?,0
4841,빠순이,1
4842,안하는게 정론인데 홍어세리네이거 ㄴㄷㅎ,1
4843,꽈자와자꽈꿍꽐라까자 '쾈' 자불라자,0
4844,캬악 퉤 ,1
4845,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4846,"2010년대 초부터 느낀건데 일베게이들 돈많은년들, 영어 잘하는 년들 존나 싫어함. 솔직히 연애 많이 하고 섹스도 많이 하면서 뭐라도 이룬 새끼들이 아무것도 못이룬 방구석 인생들보다 못날게 뭐있냐 ㅋㅋㅋ 현실은 워홀충 영어강사>>지잡방구석 편피노 일게이 이게 팩트 아님?",0
4847, https://en.wikipedia.org/wiki/Iran 지금 이란은 5500달러. 근소하게나마 ㅅㅌㅊ,0
4848,좋은 사진에 좋은 조언까지 완벽하다,0
4849,요즘은 간호조무사도 저런책 보냐?,0
4850,요새 한 반에 몇명임? ㄷㄷ,0
4851,솔직히 중국인 입국 거부하는거 찬성한 애들은,0
4852,닥쳐!! ㄴㄷㅎ~,1
4853,그냥 계속 금지해 뭔 2개월 ㅎ,0
4854,그냥 서양에서 전해오는 빨간머리 전설같은 것을 말하는 것이냐?,0
4855,"너 스스로 비약이 있다고 했잖아.이것도 비약이 있는데?자극적으로 하는 방송의 기준이 뭔데 정성적인 수치는 주관적인 견해에 따라 달라지는건데 사람마다 생각이 달리 있는데 뭐가 자극적이며 아닌지 어떻게 알아.폭력, 패드립에 관해서는 방송에서 제제 하는데 더 나아가 뭘 더 제제한다는거야?그리고 술 담배에 관해서 19금 해야하고 과도한 노출도 못하거나 19금으로 전환 해야 되는데 뭘 더 바래?그리고 너가 지금 억지 말하는데 축구는 공을 차는거지사람 머리를 차는게 아닌데.그건 공이라는 사물을 차는거지 생명체를 차는게 아닌데메이플은 가상의 생명체대 가상의 생명체로서 무기를 이용해 죽이는 거고.그리고 인방도 같아 인방 보고 사람 때리고 문제 일으키는건 그새끼가 정신병이라 그런거야.",1
4856,오~레오레오~,0
4857,씨밸,1
4858,기술직 폄하자체가 병신아 차라리 공장간다고 하지빙신아,1
4859,원래 사람 뇌라는게 . ,0
4860,개때끼,1
4861,현빠절감 조카튼거 싸질라따고 들 어써요,1
4862,씨뷀,1
4863,젊ㅁ은애들은 노상관이네,0
4864,난 별로요,0
4865,오‥ 맞는 말이네요ㆍ,0
4866,9급도 혼자 공부해서 못붙어서 강의듣고있음 아이큐 병신 맞지 병신은 맞는데열심히 안살았다고 하는건 말이 심하지그래도 살겠다고 시험 보러오는정도면 지구인구 기준으로 ㅆㅅㅌㅊ 인성인거다  이걸 사회가 너무 당연히 여긴다 ㅋㅋ한국도 미국처럼 범죄자 드글드글 해봐야 정신차리지 내볼때 한국에서 밤에 맘놓고 돌아다니는거 사라질거다,1
4867,@시계는아침부터똑딱 윤지오같은 애들하고나 어울리는거 보면 원래 개념없는 년인건 확실,1
4868,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 팩폭 존나 쳐맞고 망신 당하더니 조용~하노. 착해졌네. 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
4869,부캐가 얼마나많으면 이런똥글싸도일베감?,0
4870,홍어유입 심각함.전라도 척살 시급. ,1
4871,니 믿음이 옳은게 맞다그리고 애초에 저 교리자체가 구원파의 구원교리임,0
4872,그 짝사랑을 일절 활용할 생각이 없는 느그가 쓸모없는 쓰레기인거임.그 년을 쟁취하고 싶다면 너의 가치를 높여야하는거고 그라믄 노력해야지.가치와 스팩을 높일 생각은 한개도 없으면서 아아 날 몰라주는 개쌍년 사랑한다!! 뭔 쓰레기 짓거리인지,1
4873,적어도 대부분의 국가들은 국가 기간산업에 잇어서는 시장경제를 준수하고잇다.,0
4874,개쒹기,1
4875,살벌하노 ㅋㅋㅋㅋ,0
4876,이봐요 미친놈씨,1
4877,지인도 탈탈털렸던데,0
4878,맞는말인데 왜,0
4879,=> 난 그런 말 한 적 없는데? ㅋㅋㅋㅎㅎㅋㅋㅋ왜 거짓말하노? ㅋㅋㅋㅋㅋㅋㅋㅋ,0
4880, 돈많은 도련님. 잘 들으세요. 세상에는 다 그에 맞는 물건이 있어요,0
4881,성인용품,1
4882,안전거리 지켰으면 안 박았어,0
4883,대체 뭐하는 곳인지도 모르겠음,0
4884,아가리,1
4885,찌익,0
4886,이맛에 일베하는거 아니노,0
4887,치료 잘 받으시고 건강하게 돌아오세요..ㅜㅜ,0
4888,공부성실히못할것같으면 기술배우라는 말아니냐?? 어떻게 말했는지 몰라도 아주 틀린말은 아닌데 오히려 감사해야함,0
4889,홍어.,0
4890,씨앙년,1
4891,^^7,0
4892, 대답은 하고 자라 븅신아 ㅋㅋㅋㅋㅋㅋ,1
4893,보즤,1
4894,여자들 물뽕 처먹여 강간하고 동영상 찍은게 죄가 아니었구나 ㅋㅋ버닝썬이  중국 삼합회 자금 세탁소라면서?,1
4895,니미씹,1
4896,수조원 이지랄났네 미친새끼 ㅋㅋㅋㅋ 이건희 재산이 19조인데 수조원?? 정신나갔냐 ㅋㅋㅋ,1
4897,ㄹㅇ 똑같은 업무지시를 해도 사람 진짜 존나 빡치게 만드는 재주가 있음,1
4898,응디시티 틀기,0
4899,참 별 시덥잖은 소리 하고 있네. 교민 돕는 돈이 더 많이 나갈까? 신천지 이 미친 것들에 대구 경북에 쓴돈이 더 많을까?? ,1
4900,개쒝기,1
4901,니 글 봤더니 칼로 사람 배떄지나 목에 쑤셔넣고 막 비틀고 휘젓는 상상했음..,1
4902,"일단 집이 흙임. 그리고 내 직업이 안정적이고 괜찮기는 한데, 그렇다고 민간 대기업처럼 고연봉도 아니고",0
4903,세르지 아센시오 배당률 엘클ㄷㄷ,0
4904,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ표정,0
4905,뭐야이건,0
4906,이 한국의 화이트 컬러라고 깝치는 새기들 속마음을 알수 있었던 계기가 된게 이번 사건임내심 속으로는 다 무시하자나 ㅋㅋ 허드렛일 하는 ㅈ병신들이라고 일베나 지금 타사이트만 봐도 맞는말 했다 vs 그래도 경솔했다 두 의견으로 나뉘는데여기서 맞는말 했다 라고 하는 애들은 그냥 생각이 없거나 솔직한 새기들인거고 그래도 경솔했다 라고 말하는 애들이 그래도 나름 생각있거나 겸손한 애들임요직업의 귀천이 없다고 늘 떠들어 대나 대한민국에선 귀천은 있다 라는 걸 보여준거임 한국의 이중성을 여실히 보여준 경우지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ직업은 필요성에 의해 생긴다 그리고 귀하고 천한건 판단하는건 본능임 다만 입밖에 꺼내서 일하고 있는 종사자들 엿맥인거랑 속으로만 생각하는건 천지차이임,1
4907,색꺄,1
4908,아다노,0
4909,백퍼저거 다시 다주워먹음,0
4910,갑자기 칼(부)림,0
4911,쌀한가마니 정도 무게 자주 들어야되냐??,0
4912,위에꺼 3개는 너무 어거지다,0
4913,오렌지 냠냠해야디,0
4914,고츄,1
4915,국방부가 아니지     정부가   해야지   ~,0
4916,분위기가 안 좋아서 사려다가 돌아서는 사람도 있었고요.,0
4917,짜식,1
4918,지금 미국활동중이라 불가능할텐데...,0
4919,조센에 돈벌러 와서 조센 당하고 돌아간 외노들때문이지큰돈 벌면서 뒷다마 까는  똥남아 놈이나 노비마냥 돌리는 조선놈이나 둘다 똑같은 후진국 민도,1
4920,음 근데 일게이들은 관계없자나. 결혼 안할거자나?,1
4921,뒤집어서 인쇄된것까지 그런아이디어가 어디서 나왔겠냐.이렇게 설명해줘도 이해가안되냐?,0
4922,근데 추도 법조인출신 아니냐?,0
4923,쟤 알바좀 그만풀라해라ㅋㅋㅋㅋㅋㅋ,0
4924,남자들 성욕주체못하는 병신만들고 뭐만해도 처벌받게하려는거지,1
4925,샫업,1
4926,복귀해야되는데 집이없어서 걍 자살함,1
4927,성폭행,1
4928,틀린말은 아님 근데 유튜브하는새끼면 이미지 관리해야하는게 맞음 ㅋㅋㅋ 아가리 잘못 놀리면 그케되는거임맞는말도 쥬변환경 봐가면서 해야하는거임 쟤가 분위기 파악 못한건 지 잘못임사석에서나 그런얘기하지 ㅋㅋ,1
4929,쟤는 레알 ㅈ됨ㅋㅋ요즘같이 성관련 처벌 심하게하는때에죄질이 안좋아도 너무 안좋음제발 몇십년 감방에서 썩었음좋겠다,1
4930,사운드 오브 뮤직은 열번 넘게 봤네요..,0
4931,개씨팕,1
4932, 팩트를 이야기하면 일뽕으로 몰잖아,0
4933,씨끼,1
4934,검사 판사들이 쓰레기들인지라,1
4935,노예들 다 뒤져서 국가생산성에 차질생길까 줬나게 살리는거 ,1
4936,저런 새끼들때문에외동이나 형제만 있는 놈들이남매들은 저럴꺼라고 개같은 상상을 하지. ,1
4937,미안하다이기! 심심해서 장난치고 있는데 지켜보는게 괴로웠다면 사과할게. 잠탰다! ㅠㅠ ,0
4938,친구를보면수준이나온다하던데맞네ㅅㅌㅊ,0
4939,"댓글 중 ""선동 당해서 촞불든 개,돼지 홍어들도 단죄를 받아야 할 공범자들이다""에1000000000000000000000000000000000000000000000000000000000000000ㅂ!",1
4940,ㅇㅇ 손때야되는일에는 손때야되는데 그러지못한케이스,0
4941,다시 생기면 의치한약수,0
4942,의대생인데 의대교수님들이 항상 강조하시는게 '인성'보다는 '실력'이다. 왜 그런지 아냐??아무리 사명감이 투철하고 배려심이 깊어도 실력 후달려서 매스질 잘못하고 오진 한 번 하면 사람 죽는거야. 우리나라 인간들이 얼마나 열등감에 찌들어있는지 알 수 있는게 그 분야에 종사하는 전문가들의 견해따윈 개무시하고 그저 지들한테 쉬운 도덕적 잣대로 남들을 흠집내고 까내리는게 요즘 대한민국 풍조임. 참 개탄스럽다. 아 맞다 문재인 씨발개새끼.,1
4943,아이디 걸어라 씨발,1
4944,그냥 저당시 6천이면 아파트 한채 샀고,0
4945,누군들 중동여행 가보고싶지 않겠냐,0
4946,어딜 가는데?,0
4947,뇬,1
4948,와 씨 애들 한동안 무서워서 잠도 못잤겠다.,0
4949, 개소리하면서 도망가지 말고 근거 가져와 씨발 새끼야 ㅋㅋㅋㅋㅋㅎㅋㅋㅋㅋㅋㅋㅋㅋ,1
4950,저런 복지정책 때문에 망가진 1인임. 어리석은 선택은 자녀를위해 하지 말기를.,0
4951,필리핀은 아예 경찰이 돈을 갈취함 ㅋㅋㅋㅋ,0
4952,수사권 조정안이 통과되었다 하더라도경사 이하 순사들은 여전히 수사의 보조자에 불과한데무슨 어깨가 들썩거리노...이 시각 노량진 공무원 수험가 파티 분위기임?,0
4953, 오히려 무시해주면 좋아함 열악한척 하면서 꿀통에 꿀채우거든,0
4954,"저거 직진 , 후진 가능하다는 표시 아니였음?",0
4955,그리고 몇 년 후 민좆당 노동자 대표 청년 비례대표로 등장 테크트리 ㅋ,1
4956,".... 틀딱이냐 ??갑자기 아이폰이 왜나와 ? 주진모 사건은   어떤 폰이던지 털리는건데,  폰이 도용당한게 아니라계정이랑 비번이 도용당했자나이해못함 ?",1
4957,일본은 이미 30%가 노인인 세계1위 노인국이다(한국은 2040년쯤 달성될예정)  그러니까 한국이 정확히 일본의 20년 뒤를 밟고 있는거지..일할수밖에 없음 전체인구의 3분의1이 논다는건 국가적으로 엄청난 손해임 ,0
4958,2년제지잡 경영 많던데,0
4959,개쉢,1
4960,씹풀,1
4961,게이는 무슨 일하노,1
4962,찐한테 감정이입하는 찐들...짠하다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
4963,아주 씨팔년들 입만벌렸다하면 구라가 자동으로나와 김구라,1
4964,물총에 까나리 넣어서 옥상에서 쏘세요.,1
4965,지랄하네 그나마 유의미한 연구결과가 키랑 비례한다는건데 해외 조사에서 세계 각국에서 몇명 표본 모아서 진행하니까 한국은 13cm더만 평균,1
4966,졸라,1
4967,씹쌔꺄,1
4968,"내가 볼때 40 초반까지는 직장 + 외모 맞고, 40중반 넘어야 슬슬 외모 이런거보다 건강 + 돈이지. 돈 없으면 아프지도 못한다.",0
